image_id,angle,speed
6599.png,0.625,1
6600.png,0.5,0
6601.png,0.75,1
6602.png,0.625,1
6603.png,0.625,1
6604.png,0.75,1
6605.png,0.3125,1
6606.png,0.8125,1
6607.png,0.75,1
6608.png,0.6875,1
6609.png,0.625,1
6610.png,0.5,1
6611.png,0.5625,1
6612.png,0.4375,1
6613.png,0.75,1
6614.png,0.5625,0
6615.png,0.75,1
6616.png,0.3125,1
6617.png,0.5625,1
6618.png,0.75,1
6619.png,0.3125,0
6620.png,0.5,1
6621.png,0.625,0
6622.png,0.8125,1
6623.png,0.625,0
6624.png,0.5625,1
6625.png,0.5,1
6626.png,0.625,0
6627.png,0.4375,1
6628.png,0.375,1
6629.png,0.625,1
6630.png,0.4375,0
6631.png,0.8125,1
6632.png,0.5,0
6633.png,0.75,1
6634.png,0.5,1
6635.png,0.4375,1
6636.png,0.8125,0
6637.png,0.5,1
6638.png,0.75,0
6639.png,0.5,1
6640.png,0.5,1
6641.png,0.5,1
6642.png,0.8125,1
6643.png,0.6875,1
6644.png,0.5625,1
6645.png,0.6875,1
6646.png,0.6875,1
6647.png,0.625,1
6648.png,0.6875,0
6649.png,0.4375,1
6650.png,0.5,0
6651.png,0.75,1
6652.png,0.8125,1
6653.png,0.75,1
6654.png,0.4375,0
6655.png,0.4375,1
6656.png,0.75,1
6657.png,0.75,1
6658.png,0.75,0
6659.png,0.4375,1
6660.png,0.6875,1
6661.png,0.625,1
6662.png,0.5625,1
6663.png,0.625,1
6664.png,0.5,0
6665.png,0.75,0
6666.png,0.5,0
6667.png,0.75,0
6668.png,0.8125,0
6669.png,0.5,1
6670.png,0.6875,1
6671.png,0.75,1
6672.png,0.4375,0
6673.png,0.4375,1
6674.png,0.8125,1
6675.png,0.8125,1
6676.png,0.375,1
6677.png,0.25,1
6678.png,0.5,1
6679.png,0.4375,1
6680.png,0.5,1
6681.png,0.625,1
6682.png,0.5,1
6683.png,0.75,0
6684.png,0.5,0
6685.png,0.75,0
6686.png,0.5,1
6687.png,0.6875,1
6688.png,0.5625,1
6689.png,0.5,0
6690.png,0.4375,1
6691.png,0.875,1
6692.png,0.4375,1
6693.png,0.6875,1
6694.png,0.5,1
6695.png,0.4375,1
6696.png,0.5625,1
6697.png,0.5625,1
6698.png,0.4375,1
6699.png,0.75,1
6700.png,0.3125,0
6701.png,0.4375,1
6702.png,0.75,0
6703.png,0.625,1
6704.png,0.625,1
6705.png,0.5625,0
6706.png,0.625,1
6707.png,0.625,0
6708.png,0.625,1
6709.png,0.5,1
6710.png,0.8125,1
6711.png,0.5,1
6712.png,0.6875,1
6713.png,0.6875,1
6714.png,0.625,1
6715.png,0.8125,1
6716.png,0.375,1
6717.png,0.8125,1
6718.png,0.5625,1
6719.png,0.625,1
6720.png,0.75,0
6721.png,0.75,1
6722.png,0.4375,1
6723.png,0.875,1
6724.png,0.5625,1
6725.png,0.75,0
6726.png,0.625,1
6727.png,0.5625,1
6728.png,0.5625,0
6729.png,0.625,0
6730.png,0.6875,1
6731.png,0.5625,1
6732.png,0.1875,1
6733.png,0.6875,1
6734.png,0.6875,1
6735.png,0.625,0
6736.png,0.625,1
6737.png,0.5,1
6738.png,0.3125,1
6739.png,0.8125,1
6740.png,0.3125,1
6741.png,0.5625,1
6742.png,0.5,1
6743.png,0.875,1
6744.png,0.8125,1
6745.png,0.8125,1
6746.png,0.625,1
6747.png,0.5625,1
6748.png,0.6875,1
6749.png,0.5625,1
6750.png,0.625,1
6751.png,0.625,1
6752.png,0.75,1
6753.png,0.5,1
6754.png,0.6875,1
6755.png,0.75,1
6756.png,0.75,1
6757.png,0.6875,0
6758.png,0.4375,0
6759.png,0.5,1
6760.png,0.75,1
6761.png,0.5625,0
6762.png,0.375,1
6763.png,0.625,1
6764.png,0.5625,0
6765.png,0.5625,1
6766.png,0.6875,1
6767.png,0.5625,1
6768.png,0.6875,1
6769.png,0.5,1
6770.png,0.625,1
6771.png,0.75,0
6772.png,0.5625,0
6773.png,0.5625,1
6774.png,0.75,1
6775.png,0.5,1
6776.png,0.75,1
6777.png,0.8125,1
6778.png,0.5625,0
6779.png,0.4375,0
6780.png,0.4375,1
6781.png,0.5625,1
6782.png,0.4375,1
6783.png,0.75,1
6784.png,0,0
6785.png,0.6875,1
6786.png,0.5,0
6787.png,0.5,1
6788.png,0.5625,1
6789.png,0.6875,1
6790.png,0.625,0
6791.png,0.5625,1
6792.png,1,1
6793.png,0.5625,1
6794.png,0.6875,1
6795.png,0.4375,1
6796.png,0.75,1
6797.png,0.625,1
6798.png,0.6875,1
6799.png,0.6875,1
6800.png,0.625,1
6801.png,0.6875,1
6802.png,0.625,0
6803.png,0.375,1
6804.png,0.75,1
6805.png,0.5,0
6806.png,0.4375,1
6807.png,0.625,0
6808.png,0.6875,1
6809.png,0.75,1
6810.png,0.75,1
6811.png,0.75,1
6812.png,0.625,0
6813.png,0.8125,0
6814.png,0.5,0
6815.png,0,1
6816.png,0.75,1
6817.png,0.8125,1
6818.png,0.875,1
6819.png,0.6875,1
6820.png,0.5,0
6821.png,0.6875,0
6822.png,0.5,1
6823.png,0.5,1
6824.png,0.5625,1
6825.png,0.6875,1
6826.png,0.5,1
6827.png,0.625,1
6828.png,0.5,1
6829.png,0.4375,1
6830.png,0.5,0
6831.png,0.5,1
6832.png,0.75,1
6833.png,0.4375,1
6834.png,0.4375,0
6835.png,0.4375,0
6836.png,0.5625,0
6837.png,0.4375,1
6838.png,0.75,1
6839.png,0.75,0
6840.png,0.8125,1
6841.png,0.625,1
6842.png,0.5,0
6843.png,0.4375,1
6844.png,0.5,1
6845.png,0.5625,0
6846.png,0,1
6847.png,0.625,1
6848.png,0.25,0
6849.png,0.5625,1
6850.png,0.5,1
6851.png,0.3125,1
6852.png,0.25,1
6853.png,0.75,1
6854.png,0.6875,1
6855.png,0.6875,1
6856.png,0.4375,1
6857.png,0.75,1
6858.png,0.75,1
6859.png,0.5,1
6860.png,0.3125,1
6861.png,0.75,1
6862.png,0.625,1
6863.png,0.625,1
6864.png,0.5,1
6865.png,0.5,1
6866.png,0.625,1
6867.png,0.6875,0
6868.png,0.4375,0
6869.png,0.75,0
6870.png,0.5625,1
6871.png,0.6875,1
6872.png,0.75,0
6873.png,0.5,1
6874.png,0.625,0
6875.png,0.6875,1
6876.png,0.9375,1
6877.png,0.75,1
6878.png,0.6875,1
6879.png,0.5,0
6880.png,0.8125,1
6881.png,0.625,1
6882.png,0.75,0
6883.png,0.4375,1
6884.png,0.5,0
6885.png,0.5625,1
6886.png,0.8125,1
6887.png,0.75,0
6888.png,0.4375,1
6889.png,0.8125,1
6890.png,0.625,1
6891.png,0.75,1
6892.png,0.0625,0
6893.png,0.75,1
6894.png,0.4375,1
6895.png,0.5625,1
6896.png,0.4375,1
6897.png,0.6875,0
6898.png,0.9375,0
6899.png,0.5,1
6900.png,0.5625,1
6901.png,0.625,1
6902.png,0.6875,0
6903.png,0.8125,0
6904.png,0.5625,0
6905.png,0.6875,1
6906.png,0.5,0
6907.png,0.625,1
6908.png,0.8125,1
6909.png,0.6875,1
6910.png,0.75,0
6911.png,0.8125,1
6912.png,0.75,0
6913.png,0.4375,1
6914.png,0.8125,0
6915.png,0.5,1
6916.png,0.75,0
6917.png,0.6875,1
6918.png,0.75,1
6919.png,0.8125,1
6920.png,0.6875,1
6921.png,0.8125,1
6922.png,0.8125,1
6923.png,0.4375,0
6924.png,0.75,1
6925.png,0.4375,1
6926.png,0.6875,1
6927.png,0.75,0
6928.png,0.5,1
6929.png,0.5,0
6930.png,0.625,1
6931.png,0.6875,1
6932.png,0.5,0
6933.png,0.5625,0
6934.png,0.75,1
6935.png,0.5625,1
6936.png,0.5,1
6937.png,0.625,0
6938.png,0.4375,1
6939.png,0.875,1
6940.png,0.4375,1
6941.png,0.5,0
6942.png,0.625,1
6943.png,0.5625,1
6944.png,0.75,1
6945.png,0.75,1
6946.png,0.625,1
6947.png,0.5,1
6948.png,0.625,0
6949.png,0.5625,1
6950.png,0.5,1
6951.png,0.5625,1
6952.png,0.5,0
6953.png,0.875,1
6954.png,0.5,0
6955.png,0.75,1
6956.png,0.625,1
6957.png,0.5625,1
6958.png,0.75,0
6959.png,0.5625,1
6960.png,0.4375,1
6961.png,0.6875,1
6962.png,0.5,1
6963.png,0.5,1
6964.png,0.625,1
6965.png,0.75,1
6966.png,0.4375,1
6967.png,0.6875,0
6968.png,0.5625,1
6969.png,0.375,1
6970.png,0.5625,0
6971.png,0.625,1
6972.png,0.5,1
6973.png,0.4375,1
6974.png,0.5625,1
6975.png,0.75,0
6976.png,0.8125,1
6977.png,0.5,1
6978.png,0.5,1
6979.png,0.625,1
6980.png,0.75,1
6981.png,0.625,0
6982.png,0.6875,1
6983.png,0.4375,1
6984.png,0.8125,1
6985.png,0.5625,1
6986.png,0.5625,1
6987.png,0.625,1
6988.png,0.6875,1
6989.png,0.6875,1
6990.png,0.5625,1
6991.png,0.375,1
6992.png,0.75,1
6993.png,0.6875,0
6994.png,0.4375,1
6995.png,0.1875,1
6996.png,0.6875,1
6997.png,0.75,1
6998.png,0.8125,1
6999.png,0.3125,1
7000.png,0.375,1
7001.png,0.5,1
7002.png,0.5,1
7003.png,0.5,0
7004.png,0.375,1
7005.png,0.5,0
7006.png,0.625,1
7007.png,0.75,1
7008.png,0.6875,0
7009.png,0.625,1
7010.png,0.75,0
7011.png,0.4375,1
7012.png,0.5625,1
7013.png,0.5625,1
7014.png,0.5625,1
7015.png,0.5625,0
7016.png,0.8125,1
7017.png,0.6875,1
7018.png,0.6875,1
7019.png,0.4375,1
7020.png,0.4375,1
7021.png,0.6875,0
7022.png,0.6875,1
7023.png,0.5625,0
7024.png,0.4375,1
7025.png,0.8125,1
7026.png,0.5625,0
7027.png,0.4375,1
7028.png,0.5,1
7029.png,0.75,0
7030.png,0.4375,1
7031.png,0.9375,1
7032.png,0.625,1
7033.png,0.625,1
7034.png,0.625,0
7035.png,0.625,0
7036.png,0.5625,1
7037.png,0.5,1
7038.png,0.6875,0
7039.png,0.75,1
7040.png,0.5,1
7041.png,0.6875,1
7042.png,0.8125,1
7043.png,0.625,1
7044.png,0.6875,1
7045.png,0.5,1
7046.png,0.5,0
7047.png,0.75,1
7048.png,0.6875,0
7049.png,0.5625,1
7050.png,0.5,0
7051.png,0.6875,1
7052.png,0.875,1
7053.png,0.4375,1
7054.png,0.4375,0
7055.png,0.8125,1
7056.png,0.625,0
7057.png,0.5,1
7058.png,0.5,1
7059.png,0.6875,1
7060.png,0.8125,1
7061.png,0.5625,0
7062.png,0.375,1
7063.png,0.5625,1
7064.png,0.5625,1
7065.png,0.625,1
7066.png,0.375,1
7067.png,0.6875,1
7068.png,0.5625,1
7069.png,0.625,1
7070.png,0.5,0
7071.png,0.5,0
7072.png,0.8125,1
7073.png,0.6875,1
7074.png,0.4375,1
7075.png,0.5625,1
7076.png,0.75,1
7077.png,0.625,1
7078.png,0.5,0
7079.png,0.4375,1
7080.png,0.6875,0
7081.png,0.6875,1
7082.png,0.5,1
7083.png,0.4375,1
7084.png,0.75,1
7085.png,0.4375,1
7086.png,0.8125,1
7087.png,0.875,0
7088.png,0.5625,1
7089.png,0.625,1
7090.png,0.5625,0
7091.png,0.5625,0
7092.png,0.625,0
7093.png,0.6875,1
7094.png,0.5,1
7095.png,0.625,0
7096.png,0.75,1
7097.png,0.625,1
7098.png,0.6875,1
7099.png,0.4375,1
7100.png,0.75,1
7101.png,0.5,0
7102.png,0.3125,1
7103.png,0.8125,1
7104.png,0.75,1
7105.png,0.5,1
7106.png,0.6875,0
7107.png,0.625,1
7108.png,0.625,1
7109.png,0.75,1
7110.png,0.6875,1
7111.png,0.5625,1
7112.png,0.6875,1
7113.png,0.6875,1
7114.png,0.6875,1
7115.png,0.8125,1
7116.png,0.625,0
7117.png,0.75,0
7118.png,0.75,0
7119.png,0.625,1
7120.png,0.875,1
7121.png,0.6875,1
7122.png,0.8125,1
7123.png,0.625,0
7124.png,0.625,1
7125.png,0.875,1
7126.png,0.875,1
7127.png,0.5,0
7128.png,0.8125,1
7129.png,0.4375,1
7130.png,0.5,1
7131.png,0.5625,0
7132.png,0.4375,1
7133.png,0.6875,1
7134.png,0.6875,0
7135.png,0.625,0
7136.png,0.5,1
7137.png,0.5,1
7138.png,0.5625,0
7139.png,0.5,1
7140.png,0.5625,1
7141.png,0.6875,1
7142.png,0.75,1
7143.png,0.5,1
7144.png,0.375,1
7145.png,0.5,1
7146.png,0.4375,0
7147.png,0.6875,1
7148.png,0.4375,1
7149.png,0.5,1
7150.png,0.625,1
7151.png,0.6875,1
7152.png,0.4375,1
7153.png,0.8125,1
7154.png,0.875,1
7155.png,0.5,0
7156.png,0.625,0
7157.png,0.75,1
7158.png,0.8125,1
7159.png,0.625,1
7160.png,0.625,1
7161.png,0.75,1
7162.png,0.4375,1
7163.png,0.375,0
7164.png,0.5625,1
7165.png,0.625,1
7166.png,0.8125,1
7167.png,0.5,1
7168.png,0.5,1
7169.png,0.5,1
7170.png,0.8125,1
7171.png,0.6875,1
7172.png,0.6875,1
7173.png,0.6875,1
7174.png,0.75,1
7175.png,0.625,1
7176.png,0.5,1
7177.png,0.375,0
7178.png,0.5,1
7179.png,0.75,1
7180.png,0.5,1
7181.png,0.75,0
7182.png,0.6875,0
7183.png,0.5625,0
7184.png,0.75,0
7185.png,0.5,1
7186.png,0.5625,1
7187.png,0.875,1
7188.png,0.875,1
7189.png,0.625,0
7190.png,0.0625,1
7191.png,0.3125,1
7192.png,0.625,1
7193.png,0.5625,0
7194.png,0.625,1
7195.png,0.5,0
7196.png,0.75,0
7197.png,0.75,1
7198.png,0.75,1
7199.png,0.875,1
7200.png,0.75,1
7201.png,0.5625,0
7202.png,0.625,1
7203.png,0.375,0
7204.png,0.75,0
7205.png,0.4375,1
7206.png,0.8125,1
7207.png,0.625,1
7208.png,0.5,0
7209.png,0.5,0
7210.png,0.5,1
7211.png,0.75,0
7212.png,0.625,1
7213.png,0.6875,1
7214.png,0.625,1
7215.png,0.5625,1
7216.png,0.625,1
7217.png,0.75,0
7218.png,0.625,0
7219.png,0.5,0
7220.png,0.5625,1
7221.png,0.625,0
7222.png,0.75,1
7223.png,0.3125,1
7224.png,0.8125,1
7225.png,0.6875,0
7226.png,0.625,1
7227.png,0.8125,1
7228.png,0.75,1
7229.png,0.5,1
7230.png,0.5625,1
7231.png,0,1
7232.png,0.8125,1
7233.png,0.5625,1
7234.png,0.75,1
7235.png,0.75,0
7236.png,0.625,1
7237.png,0.625,1
7238.png,0.6875,0
7239.png,0.5,1
7240.png,0.4375,1
7241.png,0.8125,1
7242.png,0.75,1
7243.png,0.75,1
7244.png,0.1875,1
7245.png,0.5,0
7246.png,0.5625,1
7247.png,0.8125,1
7248.png,0.5625,1
7249.png,0.375,1
7250.png,0.625,1
7251.png,0.5625,0
7252.png,0.375,0
7253.png,0.5,0
7254.png,0.5,0
7255.png,0.5625,0
7256.png,0.375,1
7257.png,0.5625,1
7258.png,0.6875,0
7259.png,0.4375,1
7260.png,0.5,1
7261.png,0.625,1
7262.png,0.6875,0
7263.png,0.4375,1
7264.png,0.3125,1
7265.png,0.75,1
7266.png,0.5625,0
7267.png,0.4375,0
7268.png,0.6875,0
7269.png,0.75,0
7270.png,0.375,1
7271.png,0.4375,1
7272.png,0.5,1
7273.png,0.5625,1
7274.png,0.5625,1
7275.png,0.5,1
7276.png,0.4375,1
7277.png,0.75,1
7278.png,0.8125,1
7279.png,0.5625,1
7280.png,0.75,1
7281.png,0.625,1
7282.png,0.625,1
7283.png,0.875,0
7284.png,0.375,1
7285.png,0.5625,1
7286.png,0.75,1
7287.png,0.5625,1
7288.png,0.4375,1
7289.png,0.5,1
7290.png,0.625,1
7291.png,0.6875,1
7292.png,0.125,0
7293.png,0.6875,0
7294.png,0.8125,1
7295.png,0.5,1
7296.png,0.5,1
7297.png,0.5625,1
7298.png,0.5625,1
7299.png,0.5,1
7300.png,0.5,1
7301.png,0.8125,1
7302.png,0.8125,1
7303.png,0.5625,1
7304.png,0.5625,1
7305.png,0.75,1
7306.png,0.5625,1
7307.png,0.6875,0
7308.png,0.3125,0
7309.png,0.5,0
7310.png,0.6875,1
7311.png,0.6875,0
7312.png,0.5625,1
7313.png,0.5625,0
7314.png,0.4375,1
7315.png,0.8125,1
7316.png,0.75,0
7317.png,0.25,1
7318.png,0.5,0
7319.png,0.75,1
7320.png,0.75,1
7321.png,0.625,1
7322.png,0.6875,1
7323.png,0.75,1
7324.png,0.75,0
7325.png,0.5,1
7326.png,0.6875,1
7327.png,0.625,1
7328.png,0.5,1
7329.png,0.4375,1
7330.png,0.4375,1
7331.png,0.875,1
7332.png,0.4375,1
7333.png,0.5,0
7334.png,0.25,1
7335.png,0.75,1
7336.png,0.6875,0
7337.png,0.75,0
7338.png,0.625,1
7339.png,0.5,1
7340.png,0.75,0
7341.png,0.5,0
7342.png,0.8125,1
7343.png,0.5625,1
7344.png,0.75,1
7345.png,0.4375,1
7346.png,0.6875,1
7347.png,0.875,1
7348.png,0.5,0
7349.png,0.5,1
7350.png,0.6875,0
7351.png,0.5625,0
7352.png,0.5,0
7353.png,0.875,1
7354.png,0.5625,1
7355.png,0.75,0
7356.png,0.8125,1
7357.png,0.6875,1
7358.png,0.5,0
7359.png,0.1875,1
7360.png,0.75,0
7361.png,0.25,0
7362.png,0.375,1
7363.png,0.5625,0
7364.png,0.625,1
7365.png,0.5625,1
7366.png,0.5625,1
7367.png,0.5,1
7368.png,0.5,1
7369.png,0.4375,1
7370.png,0.8125,1
7371.png,0.375,1
7372.png,0.6875,1
7373.png,0.6875,1
7374.png,0.625,1
7375.png,0.75,1
7376.png,0.8125,1
7377.png,0.4375,1
7378.png,0.75,1
7379.png,0.75,1
7380.png,0.625,1
7381.png,0.75,1
7382.png,0.5,1
7383.png,0.625,1
7384.png,0.4375,1
7385.png,0.8125,1
7386.png,0.625,0
7387.png,0.4375,1
7388.png,0.4375,1
7389.png,0.5,1
7390.png,0.5,1
7391.png,0.75,1
7392.png,0.5625,1
7393.png,0.5625,1
7394.png,0.5625,1
7395.png,0.75,1
7396.png,0.625,1
7397.png,0.8125,1
7398.png,0.625,1
7399.png,0.75,1
7400.png,0.625,1
7401.png,0.6875,1
7402.png,0.5625,1
7403.png,0.4375,1
7404.png,0.4375,1
7405.png,0.875,1
7406.png,0.625,1
7407.png,0.75,1
7408.png,0.625,1
7409.png,0.5625,1
7410.png,0.75,1
7411.png,0.6875,1
7412.png,0.625,1
7413.png,0.5625,1
7414.png,0.5,1
7415.png,0.5625,1
7416.png,0.5625,1
7417.png,0.625,0
7418.png,0.4375,1
7419.png,0.8125,1
7420.png,0.8125,1
7421.png,0.375,0
7422.png,0.5,0
7423.png,0.8125,1
7424.png,0.5625,1
7425.png,0.6875,1
7426.png,0.875,1
7427.png,0.5625,1
7428.png,0.5,0
7429.png,0.625,1
7430.png,0.5,1
7431.png,0.6875,1
7432.png,0.5,0
7433.png,0.5625,1
7434.png,0.8125,1
7435.png,0.8125,0
7436.png,0.5,0
7437.png,0.625,1
7438.png,0.625,1
7439.png,0.8125,1
7440.png,0.5625,1
7441.png,0.6875,1
7442.png,0.6875,0
7443.png,0.125,0
7444.png,0.5,0
7445.png,0.6875,1
7446.png,0,1
7447.png,0.5625,0
7448.png,0.375,1
7449.png,0.6875,1
7450.png,0.5625,1
7451.png,0.625,1
7452.png,0.5,1
7453.png,0.5,0
7454.png,0.5,1
7455.png,0.4375,1
7456.png,0.625,0
7457.png,0.6875,1
7458.png,0.3125,0
7459.png,0.5,0
7460.png,0.4375,1
7461.png,0.625,0
7462.png,0.8125,1
7463.png,0.6875,1
7464.png,0.5,1
7465.png,0.5,0
7466.png,0.5,1
7467.png,0.6875,1
7468.png,0.6875,0
7469.png,1,1
7470.png,0.5,0
7471.png,0.375,1
7472.png,0.625,0
7473.png,0.75,0
7474.png,0.8125,1
7475.png,0.375,1
7476.png,0.75,1
7477.png,0.0625,1
7478.png,0.5625,0
7479.png,0.625,1
7480.png,0.75,1
7481.png,0.5,0
7482.png,0.625,1
7483.png,0.375,1
7484.png,0.625,1
7485.png,0.8125,1
7486.png,0.5,1
7487.png,0.625,1
7488.png,0.5,1
7489.png,0.5,0
7490.png,0.6875,1
7491.png,0.375,1
7492.png,0.6875,1
7493.png,0.5625,1
7494.png,0.4375,0
7495.png,0.625,0
7496.png,0.75,1
7497.png,0.625,1
7498.png,0.6875,0
7499.png,0.5,1
7500.png,0.625,0
7501.png,0.875,0
7502.png,0.8125,1
7503.png,0.4375,1
7504.png,0.8125,1
7505.png,0.6875,1
7506.png,0.6875,1
7507.png,0.75,0
7508.png,0.4375,1
7509.png,0.8125,1
7510.png,0.625,0
7511.png,0.4375,1
7512.png,0.625,1
7513.png,0.4375,1
7514.png,0.8125,1
7515.png,0.4375,1
7516.png,0.4375,1
7517.png,0.4375,1
7518.png,0.6875,1
7519.png,0.875,1
7520.png,0.8125,1
7521.png,0.5,1
7522.png,0.6875,1
7523.png,0.8125,1
7524.png,0.6875,1
7525.png,0.6875,1
7526.png,0.4375,1
7527.png,0.4375,0
7528.png,0.4375,1
7529.png,0.625,1
7530.png,0.625,1
7531.png,0.6875,1
7532.png,0.75,1
7533.png,0.75,1
7534.png,0.75,1
7535.png,0.75,0
7536.png,0.6875,1
7537.png,0.6875,1
7538.png,0.75,1
7539.png,0.75,1
7540.png,0.6875,1
7541.png,0.5,1
7542.png,0.75,1
7543.png,0.625,1
7544.png,0.5,1
7545.png,0.5625,1
7546.png,0.625,1
7547.png,0.6875,1
7548.png,0.625,1
7549.png,0.625,1
7550.png,0.5,1
7551.png,0.5,0
7552.png,0.75,1
7553.png,0.8125,1
7554.png,0.875,1
7555.png,0.5625,1
7556.png,0.8125,1
7557.png,0.5625,1
7558.png,0.5,1
7559.png,0.4375,1
7560.png,0.8125,1
7561.png,0.5625,1
7562.png,0.5,1
7563.png,0.625,1
7564.png,0.8125,1
7565.png,0.5,0
7566.png,0.5,1
7567.png,0.625,1
7568.png,0.5625,1
7569.png,0.75,0
7570.png,0.625,0
7571.png,0.75,1
7572.png,0.625,1
7573.png,0.4375,0
7574.png,0.75,1
7575.png,0.25,1
7576.png,0.625,1
7577.png,0.4375,0
7578.png,0.6875,1
7579.png,0.4375,1
7580.png,0.875,1
7581.png,0.5625,1
7582.png,0.4375,1
7583.png,0.4375,1
7584.png,0.875,1
7585.png,0.375,1
7586.png,0.75,1
7587.png,0.4375,1
7588.png,0.5,1
7589.png,0.8125,1
7590.png,0.875,1
7591.png,0.625,1
7592.png,0.4375,0
7593.png,0.375,1
7594.png,0.8125,1
7595.png,0.8125,1
7596.png,0.875,1
7597.png,0.5,1
7598.png,0.5,0
7599.png,0.8125,1
7600.png,0.75,1
7601.png,0.4375,1
7602.png,0.375,1
7603.png,0.625,1
7604.png,0.5625,1
7605.png,0.75,0
7606.png,0.4375,1
7607.png,0.5625,1
7608.png,0.5,0
7609.png,0.5,1
7610.png,0.5625,0
7611.png,0.625,1
7612.png,0.75,1
7613.png,0.4375,1
7614.png,0.6875,0
7615.png,0.75,1
7616.png,0.625,0
7617.png,0.625,0
7618.png,0.4375,1
7619.png,0.1875,1
7620.png,0.5,0
7621.png,0.6875,1
7622.png,0.5,0
7623.png,0.8125,1
7624.png,0.75,1
7625.png,0.5,1
7626.png,0.75,1
7627.png,0.75,0
7628.png,0.625,0
7629.png,0.625,0
7630.png,0.6875,0
7631.png,0.4375,1
7632.png,0.25,1
7633.png,0.625,1
7634.png,0.875,1
7635.png,0.5625,1
7636.png,0.6875,0
7637.png,0.75,0
7638.png,0.75,1
7639.png,0.875,1
7640.png,0.6875,1
7641.png,0.4375,1
7642.png,0.625,1
7643.png,0.375,1
7644.png,0.875,1
7645.png,0.25,1
7646.png,0.75,0
7647.png,0.5625,1
7648.png,0.5625,1
7649.png,0.4375,0
7650.png,0.5,1
7651.png,0.5625,1
7652.png,0.625,1
7653.png,0.4375,1
7654.png,0.5625,1
7655.png,0.5,1
7656.png,0.75,1
7657.png,0.25,0
7658.png,0.75,1
7659.png,0.625,1
7660.png,0.4375,1
7661.png,0.8125,1
7662.png,0.625,0
7663.png,0.875,0
7664.png,0.75,1
7665.png,0.6875,0
7666.png,0.875,1
7667.png,0.8125,1
7668.png,0.8125,1
7669.png,0.625,1
7670.png,0.5625,0
7671.png,0.625,1
7672.png,0.625,1
7673.png,0.625,1
7674.png,0.875,1
7675.png,0.5625,1
7676.png,0.4375,0
7677.png,0.4375,1
7678.png,0.75,0
7679.png,0.8125,1
7680.png,0.1875,0
7681.png,0.5625,1
7682.png,0.4375,1
7683.png,0.75,1
7684.png,0.5,1
7685.png,0.75,1
7686.png,0.4375,1
7687.png,0.1875,1
7688.png,0.6875,1
7689.png,0.4375,0
7690.png,0.5,1
7691.png,0.5,1
7692.png,0.4375,1
7693.png,0.5,1
7694.png,0.8125,1
7695.png,0.5625,1
7696.png,0.625,1
7697.png,0.75,1
7698.png,0.5,0
7699.png,0.5625,1
7700.png,0.4375,1
7701.png,0.5,0
7702.png,0.8125,1
7703.png,0.75,0
7704.png,0.5,0
7705.png,0.5625,0
7706.png,0.625,1
7707.png,0.625,1
7708.png,0.75,1
7709.png,0.4375,1
7710.png,0.5625,1
7711.png,0.6875,1
7712.png,0.25,0
7713.png,0.875,1
7714.png,0.625,1
7715.png,0.375,1
7716.png,0.6875,0
7717.png,0.5,1
7718.png,0.75,1
7719.png,0.875,1
7720.png,0.25,1
7721.png,0.625,0
7722.png,0.6875,1
7723.png,0.625,0
7724.png,0.5,1
7725.png,0.375,1
7726.png,0.75,1
7727.png,0.75,1
7728.png,0.5,0
7729.png,0.5625,1
7730.png,0.5,0
7731.png,0.5,1
7732.png,0.1875,1
7733.png,0.75,1
7734.png,0.5,1
7735.png,0.5,1
7736.png,0.5625,1
7737.png,0.875,1
7738.png,0.625,0
7739.png,0.625,0
7740.png,0.5,0
7741.png,0.5,1
7742.png,0.8125,1
7743.png,0.75,0
7744.png,0.6875,0
7745.png,0.625,1
7746.png,0.5,1
7747.png,0.6875,0
7748.png,0.4375,1
7749.png,0.6875,1
7750.png,0.75,1
7751.png,0.6875,1
7752.png,0.375,1
7753.png,0.625,1
7754.png,0.5,1
7755.png,0.875,1
7756.png,0.8125,1
7757.png,0.6875,1
7758.png,0.5,0
7759.png,0.625,1
7760.png,0.8125,1
7761.png,0.5625,1
7762.png,0.5,0
7763.png,0.5625,1
7764.png,0.6875,0
7765.png,0.6875,1
7766.png,0.8125,1
7767.png,0.5625,1
7768.png,0.625,1
7769.png,0.6875,1
7770.png,0.625,1
7771.png,0.75,1
7772.png,0.5625,1
7773.png,0.5625,1
7774.png,0.6875,0
7775.png,0.8125,0
7776.png,0.625,1
7777.png,0.75,1
7778.png,0.875,1
7779.png,0.4375,1
7780.png,0.8125,0
7781.png,0.6875,1
7782.png,0.625,1
7783.png,0.5625,1
7784.png,0.4375,1
7785.png,0.6875,1
7786.png,0.6875,0
7787.png,0.5625,1
7788.png,0.5,1
7789.png,0.9375,1
7790.png,0.625,1
7791.png,0.375,1
7792.png,0.6875,1
7793.png,0.8125,1
7794.png,0.75,1
7795.png,0.8125,0
7796.png,0.3125,1
7797.png,0.4375,0
7798.png,0.8125,1
7799.png,0.5,1
7800.png,0.625,1
7801.png,0.75,1
7802.png,0.25,1
7803.png,0.8125,1
7804.png,0.75,1
7805.png,0.4375,1
7806.png,0.8125,1
7807.png,0.5,1
7808.png,0.8125,1
7809.png,0.5,1
7810.png,0.75,1
7811.png,0.6875,1
7812.png,0.5,0
7813.png,0.5625,0
7814.png,0.6875,0
7815.png,0.5625,1
7816.png,0.5,1
7817.png,0.375,1
7818.png,0.6875,1
7819.png,0.375,1
